,sentence,predicted_langugae,target_language
28989,sur la santé des poumons des patients asthmatiques,French,French
28990,va contestar no,Catalan,Catalan
28991,als ik dus weet hoe snel hij omloopt dan weet ik de massa,Dutch,Dutch
28992,dat mysterie van hoe je ,Dutch,Dutch
28993,cette étude conduite en allemagne a démontré,French,French
28994,bifald,Danish,Danish
28995,i avenços i millores,Catalan,Catalan
28996,der forhindrer folk i at spare op,Danish,Danish
28997,sein lächeln unser glühen,German,German
28998,sustentável e humana,Portuguese,Portuguese
28999,og til sidst fordi det er en offshore konstruktion,Danish,Danish
29000,la constante mathématique,French,French
29001,lultima possibilità è quella nota come confondimento,Italian,Italian
29002,ekonomisk tillväxt handlar om förändring ,Swedish,Swedish
29003,omdømme er skrøbelige loyalitet er upålideligt,Danish,Danish
29004,cest ce que nous devons chercher à obtenir dans les à prochaines années,French,French
29005,però he estat treballant per convertirles en projectes des daleshores,Catalan,Catalan
29006,é aquela experiência cortante da web,Portuguese,Portuguese
29007,dispositivo narrativo,Italian,Italian
29008,aplaudiments,Catalan,Catalan
29009,af honningbiers helbred kan vi gå tilbage til år og se,Danish,Danish
29010,var mycket viktigt,Swedish,Swedish
29011,portare avanti forse è un po troppo,Italian,Italian
29012,e algumas maçãs,Portuguese,Portuguese
29013,a reunião de vestir,Portuguese,Portuguese
29014,für unsere ohren entwerfen,German,German
29015,e le ha divise a caso in due gruppi,Italian,Italian
29016,estou aqui hoje,Portuguese,Portuguese
29017,er på mange måder afhængig af statens støtte,Danish,Danish
29018,deel te nemen,Dutch,Dutch
29019,et les fonctions cognitives,French,French
29020,det er formentlig også den mest sårbare,Danish,Danish
29021,até àquela padaria nova que procurávamos,Portuguese,Portuguese
29022,und möbel in den vereinigten staaten,German,German
29023,deren sänger dave grohl ist,German,German
29024,und an der spitze der pyramide,German,German
29025,merci applaudissements,French,French
29026,das ist shivdutt yadav,German,German
29027,osservate questo,Italian,Italian
29028,mit einer gewissen dynamischen qualität und mit optimismus,German,German
29029,und hat seit anbeginn über patienten,German,German
29030,quando quer enviar uma mensagem ao neurónio vermelho,Portuguese,Portuguese
29031,inte en kyrkogård,Swedish,Swedish
29032,diese frage bekommen habe teilen,German,German
29033,e algum dia supercomputadores dotados de inteligência artificial,Portuguese,Portuguese
29034,heeft iedere volgende generatie,Dutch,Dutch
29035,entre et ans,French,French
29036,penseremmo o mio dio lo voglio davvero abbracciare,Italian,Italian
29037,har overtaget fbi,Danish,Danish
29038,ma ero felice di pagarlo perché per ogni colpo ricevuto,Italian,Italian
29039,sendet im wesentlichen einen ultraschallstrahl aus,German,German
29040,os chips de órgãos também poderiam mudar,Portuguese,Portuguese
29041,jai fait plus compliqué depuis,French,French
29042,en veel capabeler en storingsvrij,Dutch,Dutch
29043,net zoals de rest van mijn familie,Dutch,Dutch
29044,estes sinais chamamse atividade neuronal,Portuguese,Portuguese
29045,applaudissements,French,French
29046,des neuronalen netzes im gehirn,German,German
29047,lexemple més recent va tenir lloc fa dos dies en un vol daltra banda meravellós,Catalan,Catalan
29048,et des galaxies et des voies lactées,French,French
29049,hoeveel hij niet kan berekenen in zijn hoofd,Dutch,Dutch
29050,og som resultat deraf,Danish,Danish
29051,pays du drivein et des gangsters qui vous tirent dessus depuis leur voiture,French,French
29052,eller design och arkitektvärlden,Swedish,Swedish
29053,applausi,Italian,Italian
29054,och som chris sa det finns en längtan,Swedish,Swedish
29055,att hickare utan partner skulle kunna testa onani,Swedish,Swedish
29056,como uma técnica,Portuguese,Portuguese
29057,senza gioco,Italian,Italian
29058,dans mes projets passés jai souvent travaillé sous forme de série,French,French
29059,mas não tem só a ver com isso,Portuguese,Portuguese
29060,och också att tillverka dessa för mig själv anskaffa dem,Swedish,Swedish
29061,vi minns bara procent av det vi hör,Swedish,Swedish
29062,questo è luniverso di stephen hawking,Italian,Italian
29063,veem um transdutor de ultrassons,Portuguese,Portuguese
29064,er der en opløftet i andenknap,Danish,Danish
29065,esta ideia da forma que as pessoas remendam juntas soluções na nossa vida ,Portuguese,Portuguese
29066,ele apenas segurou no,Portuguese,Portuguese
29067,le cancer a fait explosé,French,French
29068,não voámos com ele até boston,Portuguese,Portuguese
29069,il sagit dunivers de stephen hawking,French,French
29070,sono anche dei composti organici,Italian,Italian
29071,perquè tenen altes taxes de mortalitat infantil,Catalan,Catalan
29072,e uma mistura de maneiras diferentes de brincar,Portuguese,Portuguese
29073,haurem de tornar a començar de nou riures,Catalan,Catalan
29074,uit de geschiedenis van de mensheid,Dutch,Dutch
29075,sovint per alt,Catalan,Catalan
29076,ich stelle ihnen hier drei meiner erfindungen vor,German,German
29077,che misurano gli impulsi elettrici,Italian,Italian
29078,wat doet diepe tijd met een gebouw,Dutch,Dutch
29079,mulher ajudemme,Danish,Portuguese
29080,historiefortællingen mellem generationer ,Danish,Danish
29081,vandalerne brandstifterne de radikale,Danish,Danish
29082,har en hobbykniv liggende,Danish,Danish
29083,hij was weduwnaar,Dutch,Dutch
29084,che causa una crescita anomale delle celle,Italian,Italian
29085,ledningsrapporter är fulla av,Swedish,Swedish
29086,così ho voluto creare,Italian,Italian
29087,måste det gå i takt med folkets åsikter,Swedish,Swedish
29088,així que per fi tenia la topologia que em calia,Catalan,Catalan
29089,per parlare alle persone il cui supporto e la cui assistenza,Italian,Italian
29090,la prima cosa è che trasforma chiunque abbia accesso ad un cellulare,Italian,Italian
29091,ik garandeer je als je naar mijn centrum in pittsburgh komt ,Dutch,Dutch
29092,maar ik ga niets veranderen binnen deze vakken,Dutch,Dutch
29093,enquanto o gelo for derretendo,Portuguese,Portuguese
29094,des de molts llocs del món,Catalan,Catalan
29095,rond lunchtijd sporten met een vriend,Dutch,Dutch
29096,ich sagte kennst du zufällig willie brown,German,German
29097,gelächter,German,German
29098,waren polio und die pocken ausgerottet,German,German
29099,att om en del av er hade varit där,Swedish,Swedish
29100,und ich fuhr eines tages nach hause,German,German
29101,plötsliga ingivelser,Swedish,Swedish
29102,namelijk dat succes en aardig gevonden worden,Dutch,Dutch
29103,per cui lui puo vedere non solo la luce blu,Italian,Italian
29104,e dire bene ma dopotutto,Italian,Italian
29105,que era tortugas ninja,Portuguese,Catalan
29106,kevin kelly a parlé de laccélération de la technologie,French,French
29107,la prochaine histoire sintitule la collection haverpiece ,French,French
29108,och staden har planerat på gott och på ont ,Swedish,Swedish
29109,dit de uitklappagina zou zijn,Dutch,Dutch
29110,do que mostrar a sua idiotice,Portuguese,Portuguese
29111,els porta a una sala i diu,Catalan,Catalan
29112,så här plötsligt,Swedish,Swedish
29113,vídeo noi joey,Portuguese,Catalan
29114,oggi non affrontiamo il caos della natura,Italian,Italian
29115,der die lichter,German,German
29116,ich bin ein richtiger infonerd,German,German
29117,och göra det till ditt livsverk,Swedish,Swedish
29118,i ett klassrum med sekunders efterklang,Swedish,Swedish
29119,proef maar,Dutch,Dutch
29120,de som framställde frågeformulären,Swedish,Swedish
29121,vrouwen zoals sakena en lea en layma,Dutch,Dutch
29122,por aquela terra estranha e desconhecida,Portuguese,Portuguese
29123,auf meine eigene art zu lernen,German,German
29124,mas não incluísse café de manhã,Portuguese,Portuguese
29125,e un balletto della fossa ,Italian,Italian
29126,une grande chose à faire,French,French
29127,det føltes ikke som ens egen,Danish,Danish
29128,e provare a fare di più volammo in brasile in cina in india,Italian,Italian
29129,isso é o que me acontece,Portuguese,Portuguese
29130,cè una bellezza invisibile intorno a noi,Italian,Italian
29131,het zou verbazingwekkend zijn mocht,Dutch,Dutch
29132,terwijl je,Dutch,Dutch
29133,vaig investigar a la viquipèdia,Catalan,Catalan
29134,video peter parker,Danish,German
29135,dela med er idag,Danish,Swedish
29136,així podré veure on és,Catalan,Catalan
29137,deren definition von schönheit,German,German
29138,tous les jours pendant le reste de lété,French,French
29139,i no és només amb la depressió on ocorren,Catalan,Catalan
29140,wie es ein rezept zum überleben gibt,German,German
29141,che coincideva col loro content id,Italian,Italian
29142,que donen lloc a exactament la mateixa informació retinal,Catalan,Catalan
29143,het gaat erom hoeveel controle,Dutch,Dutch
29144,vêtus de noir debout en silence pendant une heure,French,French
29145,och täckte halva synfältet som en skärm,Swedish,Swedish
29146,og oversat og redigeret af en ukendt,Danish,Danish
29147,per tal de fer el diagnòstic,Catalan,Catalan
29148,demokratischer werden und offener für veränderungen und informationen sein,German,German
29149,van het zo succesvol,Dutch,Dutch
29150,det var hvad som helst der kunne udløse mine symptomer,Danish,Danish
29151,quelque chose que je ne pouvais pas interrompre cataloguer ou modifier par choix,French,French
29152,pour leur consommation,French,French
29153,su quanto grande sia in realtà questo cubo di tessuto cerebrale,Italian,Italian
29154,for at udforske en anden planet,Danish,Danish
29155,de se contenter de cercles concentriques,French,French
29156,wird auf einheiten ansteigen,German,German
29157,hem de construir una base de dades collectiva,Catalan,Catalan
29158,för jag bryr mig inte,Swedish,Swedish
29159,om vi säger att denna maskin som vi byggt,Swedish,Swedish
29160,blev det basis for matematiske lærebøger,Danish,Danish
29161,pour le travailleur,French,French
29162,non ho mai provato a costruire una pista datterraggio prima tony direttore del progetto mi ha detto,Italian,Italian
29163,et de tous les outils didactiques ,French,French
29164,ich pflanze meine kunst,German,German
29165,et de les reprogrammer avec des virus très puissants,French,French
29166,les causes sousjacentes du changement climatique,French,French
29167,slechts de vijf jaar lager onderwijs aan suiker te nemen,Dutch,Dutch
29168,però mentrestant els problemes continuen creixent,Catalan,Catalan
29169,som exempel övervikten i mitt område,Swedish,Swedish
29170,temos comunidades nas américas,Portuguese,Portuguese
29171,maar ze praatten veel en zoals ik zei,Dutch,Dutch
29172,especialment a les parts audiovisuals,Catalan,Catalan
29173,i hi ha dos missatges o dues lliçons importants,Catalan,Catalan
29174,het bleek dat het antwoord ja was,Dutch,Dutch
29175,av kvällen då du tog min älskling,Swedish,Swedish
29176,op het moment dat hij werkte,Dutch,Dutch
29177,måske ikke en så behagelig en,Danish,Danish
29178,inte mekaniken i vad du bygger,Swedish,Swedish
29179,i de minutter og sekunder jeg har tilbage,Danish,Danish
29180,per considerare altre entità che sono altrettanto statiche bloccate,Italian,Italian
29181,e la passione e lhashish,Italian,Italian
29182,deze foto is belangrijk omdat het veel later is,Dutch,Dutch
29183,werd in een opvoedingskamp gestopt,Dutch,Dutch
29184,die in einen krieg hinein geboren werden,German,German
29185,det är ett komplicerat fysikproblem,Swedish,Swedish
29186,monica legte ihre hand ganz locker über seine,German,German
29187,du gik på den dyreste skole og universitet i indien,Danish,Danish
29188,många människor tror,Swedish,Swedish
29189,og jeg tror at det bliver er god bog,Danish,Danish
29190,a lestat de nova york robert moses va dirigir una campanya dexpansió dautopistes,Catalan,Catalan
29191,låt mig ta detta ett steg längre,Swedish,Swedish
29192,no podrien dirvos res sobre la tinta,Catalan,Catalan
29193,gerade einige minuten davor,Swedish,German
29194,overbeschermd kind neurotische moeder,Dutch,Dutch
29195,que supera la sensibilitat,Catalan,Catalan
29196,les conservateurs sont vraiment sympas,French,French
29197,es determina principalment pel nombre de parelles,Catalan,Catalan
29198,och de som är jobbiga kommer,Swedish,Swedish
29199,que només pot haver un nombre determinat de guàrdies de trànsit en una intersecció determinada,Catalan,Catalan
29200,we hebben het net op tijd gedaan om het jullie te tonen,Dutch,Dutch
29201,será que ele teria tido mais possibilidades na sua vida,Portuguese,Portuguese
29202,en sappuyant uniquement sur notre expérience occidentale,French,French
29203,det har bills ikke,Danish,Danish
29204,i vaig veure fum que sortia duna granja,Catalan,Catalan
29205,dans mes livres,French,French
29206,nessuna referenza niente background nulla avevano troppo bisogno di nuove leve,Italian,Italian
29207,det er rigtigt at nogle afrikanske fraktaler efter min mening er ren intuition,Danish,Danish
29208,la regola è,Italian,Italian
29209,på erkendelsen at hvad,Danish,Danish
29210,explosion,Swedish,Swedish
29211,i kibbutz sde eliyahu,Catalan,Danish
29212,non avevo fatto nemmeno le medie,Italian,Italian
29213,i et af selskaberne,Danish,Danish
29214,og når de bevidst vil være fysisk aktive,Danish,Danish
29215,maar toen was het in een paar maanden,Dutch,Dutch
29216,är rädda att stämplas som feminister,Swedish,Swedish
29217,nelle nazioni sviluppate come lamerica,Italian,Italian
29218,mijn doel was om een morsig stuk brood,Dutch,Dutch
29219,de espanha que estariam no mesmo sítio,Portuguese,Portuguese
29220,så de kunde erbjuda ppiller och kondomer,Swedish,Swedish
29221,det det betyder er efter år,Danish,Danish
29222,wat nu gebeurt is dat de orde die was ingekapseld,Dutch,Dutch
